id,scientific_name,observed_on,geoprivacy1,locality,x,y,accuracyf,user_login,user_name,quality_grade,url,num_identification_agreements,num_identification_disagreements,description,tag_list,field.sex,DATE_YEAR,accuracy,cellcode,TIN_11,cellcode20
235293730,Stylurus flavipes,2024/08/12,,,8.5071583092,45.4251122434,"3",robangutan,Roberto Ostellino,research,https://www.inaturalist.org/observations/235293730,2,0,,,,2024,,10kmE420N248,145.585296630859,36
62118976,Sympecma paedisca,2020/10/08,,,8.3563888889,45.5691666667,NA,agostino1,Agostino Pela,research,https://www.inaturalist.org/observations/62118976,3,0,,,,2020,,10kmE419N249,240.884292602539,36
62379808,Sympecma paedisca,2020/10/08,,,8.3538741374,45.5694186953,"188",andrevolp96,Andrea Volpato,research,https://www.inaturalist.org/observations/62379808,2,0,,,,2020,188,10kmE419N249,241.000396728516,36
97820323,Sympecma paedisca,2021/10/10,open_odonata,"13035 Lenta VC, Italia",8.3373899722,45.5521329722,NA,robangutan,Roberto Ostellino,research,https://www.inaturalist.org/observations/97820323,3,0,,,,2021,,10kmE419N249,230.980102539062,36
109623576,Sympecma paedisca,2022/03/26,,,8.3973240288,45.4470350187,"44",robangutan,Roberto Ostellino,research,https://www.inaturalist.org/observations/109623576,1,0,,,,2022,44,10kmE419N248,158.038497924805,36
110735446,Sympecma paedisca,2022/04/08,,,8.56695796,45.52877655,"7",robertopegolo,,research,https://www.inaturalist.org/observations/110735446,2,0,,,,2022,7,10kmE420N249,184.845001220703,36
111306699,Sympecma paedisca,2022/04/13,,,8.3973699842,45.4463186573,"28",robangutan,Roberto Ostellino,research,https://www.inaturalist.org/observations/111306699,2,0,,,,2022,28,10kmE419N248,157.305892944336,36
112840331,Sympecma paedisca,2022/04/25,,,8.5061111111,45.4236111111,NA,agostino1,Agostino Pela,research,https://www.inaturalist.org/observations/112840331,2,0,,,,2022,,10kmE420N248,144.373397827148,36
112848462,Sympecma paedisca,2022/04/25,open_odonata,"Provincia di Novara, Italia",8.5061758981,45.423437448,"8",robangutan,Roberto Ostellino,research,https://www.inaturalist.org/observations/112848462,2,0,,,,2022,8,10kmE420N248,144.282302856445,36
116256166,Sympecma paedisca,2022/05/07,,,8.397555,45.4444266667,NA,mcsibille,Maria Chiara,research,https://www.inaturalist.org/observations/116256166,3,0,"ZSC Lame del Sesia e Isolone di Oldenico
2 differenti esemplari",,,2022,,10kmE419N248,156.41960144043,36
116705786,Sympecma paedisca,2022/05/12,open_odonata,"Provincia di Novara, Italia",8.5362133033,45.5262776341,"25",robangutan,Roberto Ostellino,research,https://www.inaturalist.org/observations/116705786,3,0,,,,2022,25,10kmE420N249,186.063095092773,36
132528717,Sympecma paedisca,2022/08/27,,,8.4989296868,45.5040211614,"3280",mirko_tomasi,Mirko Tomasi,research,https://www.inaturalist.org/observations/132528717,3,0,,,,2022,3280,10kmE420N248,177.257400512695,36
153964585,Sympecma paedisca,2023/04/08,,,8.3928604934,45.421495214,"1559",gingertea,Lorenza Piretta,research,https://www.inaturalist.org/observations/153964585,3,0,,,,2023,1559,10kmE419N248,147.435592651367,36
154142921,Sympecma paedisca,2023/04/08,,,8.3902829873,45.4544978895,"187",alf_torino,Alfonso,research,https://www.inaturalist.org/observations/154142921,3,0,,,,2023,187,10kmE419N248,162.828506469727,36
181342979,Sympecma paedisca,2023/09/01,,,8.4666508538,45.5921509338,"2798",mirko_tomasi,Mirko Tomasi,research,https://www.inaturalist.org/observations/181342979,3,0,,,,2023,2798,10kmE420N249,274.12109375,36
183052284,Sympecma paedisca,2023/05/16,,,8.5407398159,45.5460643641,"58",ivan1973,Ivan Di Già,research,https://www.inaturalist.org/observations/183052284,1,0,,,,2023,58,10kmE420N249,198.538497924805,36
184003580,Sympecma paedisca,2021/05/17,,,8.5381020102,45.5437689352,"45",ivan1973,Ivan Di Già,research,https://www.inaturalist.org/observations/184003580,2,0,,,,2021,45,10kmE420N249,195.443099975586,36
184013761,Sympecma paedisca,2019/08/23,,,8.5382906589,45.5361483493,"54",ivan1973,Ivan Di Già,research,https://www.inaturalist.org/observations/184013761,2,0,,,,2019,54,10kmE420N249,192.587799072266,36
184017943,Sympecma paedisca,2016/06/20,,,8.5391077909,45.5326028359,"13",ivan1973,Ivan Di Già,research,https://www.inaturalist.org/observations/184017943,2,0,,,,2016,13,10kmE420N249,189.952301025391,36
184355515,Sympecma paedisca,2023/09/22,open_odonata,"13030 Albano vercellese VC, Italia",8.3903735876,45.4279987235,"123",robangutan,Roberto Ostellino,research,https://www.inaturalist.org/observations/184355515,2,0,,,,2023,123,10kmE419N248,151.144500732422,36
185273354,Sympecma paedisca,2023/09/28,,,8.4563733637,45.598501714,"9",ericazuffi,,needs_id,https://www.inaturalist.org/observations/185273354,0,0,,,,2023,9,10kmE420N249,280.307403564453,36
190399044,Sympecma paedisca,2023/11/06,,,8.3974923905,45.4462420905,"8",robangutan,Roberto Ostellino,research,https://www.inaturalist.org/observations/190399044,2,0,transetto non codificato - 15 individui,,,2023,8,10kmE419N248,157.171905517578,36
190399047,Sympecma paedisca,2023/11/06,,,8.3970658651,45.4474472959,"15",robangutan,Roberto Ostellino,research,https://www.inaturalist.org/observations/190399047,1,0,,,,2023,15,10kmE419N248,158.520797729492,36
191265340,Sympecma paedisca,2023/11/17,,,8.3377171415,45.553507844,"173",robangutan,Roberto Ostellino,research,https://www.inaturalist.org/observations/191265340,1,0,transetto lineare  24 individui,,,2023,173,10kmE419N249,233.30859375,36
191758200,Sympecma paedisca,2023/11/22,,,8.3958167955,45.4476735397,"45",martina_mocchia,Martina,research,https://www.inaturalist.org/observations/191758200,1,0,,,,2023,45,10kmE419N248,159.078201293945,36
191758579,Sympecma paedisca,2023/11/22,,,8.4013904259,45.4411993061,"81",martina_mocchia,Martina,research,https://www.inaturalist.org/observations/191758579,3,0,,,,2023,81,10kmE419N248,156.013900756836,36
191758678,Sympecma paedisca,2023/11/22,,,8.4004885331,45.4430633443,"103",martina_mocchia,Martina,research,https://www.inaturalist.org/observations/191758678,3,0,,,,2023,103,10kmE419N248,157.1123046875,36
208222710,Sympecma paedisca,2024/04/17,,,8.3915768912,45.4315092093,"8",robangutan,Roberto Ostellino,research,https://www.inaturalist.org/observations/208222710,3,0,,,,2024,8,10kmE419N248,152.597198486328,36
120648240,Oxygastra curtisii,2022/06/07,open_odonata,"13030 Albano vercellese VC, Italia",8.396157,45.4261249722,NA,robangutan,Roberto Ostellino,research,https://www.inaturalist.org/observations/120648240,4,0,,,,2022,,10kmE419N248,148.906799316406,36
3717145,Ophiogomphus cecilia,2016/07/21,obscured,,8.4896620559,45.2448885301,"27190",savo,,research,http://www.inaturalist.org/observations/3717145,2,0,Con Daniela Bombonati,,,2016,,10kmE420N246,114.119300842285,37
134402011,Ophiogomphus cecilia,2022/07/10,,,8.5219500684,45.4177245661,"3608",berga,Luca Bergamaschi,research,https://www.inaturalist.org/observations/134402011,1,0,,,,2022,,10kmE420N247,144.610397338867,37
232664130,Ophiogomphus cecilia,2024/07/30,,,8.3982187137,45.3951902346,"5",robangutan,Roberto Ostellino,research,https://www.inaturalist.org/observations/232664130,2,0,,,,2024,,10kmE419N247,141.224899291992,37
3717147,Stylurus flavipes,2016/07/21,obscured,,8.4776049688,45.3279640573,"27190",savo,,research,http://www.inaturalist.org/observations/3717147,2,0,,,,2016,,10kmE420N246,122.205001831055,37
170627010,Stylurus flavipes,2023/07/01,,,8.4617561561,45.3565900406,"3683",mirko_tomasi,Mirko Tomasi,research,https://www.inaturalist.org/observations/170627010,3,0,,,,2023,,10kmE420N247,123.741798400879,37
179240240,Stylurus flavipes,2023/07/22,,,8.5235021701,45.4093799442,"2",antoniog,,research,https://www.inaturalist.org/observations/179240240,1,0,Gomphus flavipes neosfarfallato,,,2023,,10kmE420N247,142.547103881836,37
147822515,Sympecma paedisca,2023/02/01,,,8.3912681409,45.4126581468,"4",robangutan,Roberto Ostellino,research,https://www.inaturalist.org/observations/147822515,5,0,,,,2023,4,10kmE419N247,147.432601928711,37
1772009,Stylurus flavipes,2015/07/17,open_odonata,Casale Monferrato,8.422877,45.136706,"224",nicolascatassi,nicola scatassi,research,http://www.inaturalist.org/observations/1772009,1,0,,,,2015,,10kmE419N244,114.873199462891,38
53845185,Stylurus flavipes,2020/07/20,,,8.5756566667,45.16541,NA,pierangelovillani,Pierangelo Villani,research,https://www.inaturalist.org/observations/53845185,3,0,,,,2020,,10kmE420N245,100.329399108887,38
125044521,Stylurus flavipes,2022/07/06,open_odonata,"Provincia di Alessandria, Italia",8.4286465578,45.1360911941,"15",nicolascatassi,nicola scatassi,research,https://www.inaturalist.org/observations/125044521,1,0,,,,2022,,10kmE419N244,114.51789855957,38
1728678,Ophiogomphus cecilia,2015/07/05,obscured,,8.5302011079,45.0309406934,"27206",leibele,Giacomo Gola,research,http://www.inaturalist.org/observations/1728678,5,0,One male on the ground,,,2015,,10kmE420N243,124.370697021484,39
65624886,Sympecma paedisca,2020/11/21,,,8.6920388,45.722877,"20",federicobonettiagronomo,Federico Bonetti,research,https://www.inaturalist.org/observations/65624886,5,0,,,,2020,20,10kmE421N251,270.525909423828,44
69995612,Sympecma paedisca,2021/02/22,,,8.6754137538,45.6284211219,"690",mirko_tomasi,Mirko Tomasi,research,https://www.inaturalist.org/observations/69995612,3,0,,,,2021,690,10kmE421N250,166.044906616211,44
101706432,Sympecma paedisca,2021/11/20,,,8.5847544612,45.6778937483,"2",antoniog,,research,https://www.inaturalist.org/observations/101706432,2,0,Sympecma paedisca,,,2021,2,10kmE421N250,336.830291748047,44
50073090,Oxygastra curtisii,2020/06/18,,,8.6907778971,45.6313021258,"1425",mirko_tomasi,Mirko Tomasi,research,https://www.inaturalist.org/observations/50073090,4,0,,,,2020,1425,10kmE421N250,205.557601928711,44
50073168,Oxygastra curtisii,2020/06/18,,,8.6907778971,45.6313021258,"1425",mirko_tomasi,Mirko Tomasi,research,https://www.inaturalist.org/observations/50073168,5,0,,,,2020,1425,10kmE421N250,205.557601928711,44
50073728,Oxygastra curtisii,2020/06/18,,,8.6907778971,45.6313021258,"1425",mirko_tomasi,Mirko Tomasi,research,https://www.inaturalist.org/observations/50073728,5,0,,,,2020,1425,10kmE421N250,205.557601928711,44
122793856,Oxygastra curtisii,2022/06/21,open_odonata,"28053 Castelletto sopra Ticino NO, Italia",8.6513547,45.7059753997,NA,claudio_f,Claudio Foglini,research,https://www.inaturalist.org/observations/122793856,3,0,,,,2022,,10kmE421N251,190.826995849609,44
125990979,Oxygastra curtisii,2022/06/26,,,8.6891380726,45.6127186334,"15",antoniog,,research,https://www.inaturalist.org/observations/125990979,3,0,Oxygasta curtisii,,,2022,15,10kmE421N250,155.913604736328,44
126092315,Oxygastra curtisii,2022/06/26,,,8.6824572665,45.6056155665,"2",antoniog,,research,https://www.inaturalist.org/observations/126092315,2,0,Oxygasta curtisii,,,2022,2,10kmE421N250,157.61799621582,44
132426261,Oxygastra curtisii,2022/07/28,,,8.665231969,45.6180784123,"31",antoniog,,research,https://www.inaturalist.org/observations/132426261,3,0,Oxygastra curtisii,,,2022,31,10kmE421N250,164.990097045898,44
169759204,Oxygastra curtisii,2023/06/27,open_odonata,"28053 Castelletto sopra Ticino NO, Italia",8.6465903997,45.6954844997,NA,claudio_f,Claudio Foglini,research,https://www.inaturalist.org/observations/169759204,3,0,,,,2023,,10kmE421N251,189.486694335938,44
168733904,Ophiogomphus cecilia,2023/06/21,,,8.722251,45.581122,"1485",mirko_tomasi,Mirko Tomasi,research,https://www.inaturalist.org/observations/168733904,2,0,,,,2023,,10kmE422N249,195.367202758789,45
17072110,Sympecma paedisca,2018/09/18,,,8.608314,45.562724,NA,robertopegolo,,research,https://www.inaturalist.org/observations/17072110,2,0,,,,2018,,10kmE421N249,202.296997070312,45
17626541,Sympecma paedisca,2018/09/12,,,8.6083141,45.5627239,"183",robertopegolo,,research,https://www.inaturalist.org/observations/17626541,5,0,Almeno 15 semplari,,,2018,183,10kmE421N249,202.296997070312,45
17628862,Sympecma paedisca,2018/10/18,,,8.6052577778,45.5635316667,NA,paolilli,Paola Viviana Trovò,research,https://www.inaturalist.org/observations/17628862,5,0,,,,2018,,10kmE421N249,202.572402954102,45
32147373,Sympecma paedisca,2019/09/04,,,8.6080549657,45.5641669618,"263",paolilli,Paola Viviana Trovò,research,https://www.inaturalist.org/observations/32147373,4,0,,,,2019,263,10kmE421N249,203.640502929688,45
32206726,Sympecma paedisca,2019/09/04,open_odonata,Baraggia di Bellinzago - Oasi WWF,8.607694,45.564008,NA,claudio_f,Claudio Foglini,research,https://www.inaturalist.org/observations/32206726,1,0,,class-bulkobservationfile-user_id-169621-filename-dati-csv-project_id-2019-09-06 02:29:10 -0700.csv,,2019,,10kmE421N249,203.449798583984,45
62328037,Sympecma paedisca,2020/10/11,,,8.7254458666,45.5998078774,"873",mattiafalaschi,Mattia Falaschi,research,https://www.inaturalist.org/observations/62328037,4,0,,,,2020,873,10kmE422N249,203.089797973633,45
70869551,Sympecma paedisca,2021/03/09,,,8.6084871367,45.5639557042,"87",robertopegolo,,research,https://www.inaturalist.org/observations/70869551,2,0,Almeno 30 esemplari ,,,2021,87,10kmE421N249,203.705993652344,45
94700949,Sympecma paedisca,2021/09/13,,,8.6336871609,45.5671512421,"21",robertopegolo,,research,https://www.inaturalist.org/observations/94700949,2,0,,,,2021,21,10kmE421N249,215.024703979492,45
97432893,Sympecma paedisca,2021/10/07,open_odonata,"28043 Bellinzago novarese NO, Italia",8.6075201,45.5639189997,NA,claudio_f,Claudio Foglini,research,https://www.inaturalist.org/observations/97432893,1,0,,,,2021,,10kmE421N249,203.299301147461,45
97545914,Sympecma paedisca,2021/10/07,,,8.7002632168,45.5227194705,"4",antoniog,,research,https://www.inaturalist.org/observations/97545914,2,0,Sympecma paedisca,,,2021,4,10kmE421N249,164.584396362305,45
97545922,Sympecma paedisca,2021/10/07,,,8.7099833872,45.5252631415,"8",antoniog,,research,https://www.inaturalist.org/observations/97545922,3,0,Sympecma paedisca,,,2021,8,10kmE422N249,134.070495605469,45
103316636,Sympecma paedisca,2021/12/19,,,8.7207913823,45.5974127598,"60",fla-17,Flavia Caironi,research,https://www.inaturalist.org/observations/103316636,1,0,,,,2021,60,10kmE422N249,203.176193237305,45
137686834,Sympecma paedisca,2022/09/09,,,8.6082375053,45.5637898618,"8",antoniog,,research,https://www.inaturalist.org/observations/137686834,4,0,Sympecma paedisca,,,2022,8,10kmE421N249,203.482406616211,45
181922892,Sympecma paedisca,2023/09/04,,,8.608314975,45.563859745,"4",antoniog,,research,https://www.inaturalist.org/observations/181922892,3,0,Sympecma paedisca,,,2023,4,10kmE421N249,203.546005249023,45
190557501,Sympecma paedisca,2022/06/04,,,8.6168666929,45.5401097154,"6",robertopegolo,,research,https://www.inaturalist.org/observations/190557501,2,0,,,,2022,6,10kmE421N249,188.074203491211,45
27623095,Oxygastra curtisii,2019/06/25,open_odonata,Cascina Zaboina,8.7035,45.527371,NA,claudio_f,Claudio Foglini,research,https://www.inaturalist.org/observations/27623095,3,0,,class-bulkobservationfile-user_id-169621-filename-export_25062019_134432_a-csv-project_id-2019-06-25 04:50:58 -0700.csv,,2019,,10kmE421N249,137.166397094727,45
27623098,Oxygastra curtisii,2019/06/25,open_odonata,F. Ticino - Magazzini Langosco,8.711075,45.540507,NA,claudio_f,Claudio Foglini,research,https://www.inaturalist.org/observations/27623098,4,0,,class-bulkobservationfile-user_id-169621-filename-export_25062019_134432_a-csv-project_id-2019-06-25 04:50:58 -0700.csv,,2019,,10kmE422N249,135.204406738281,45
29101375,Oxygastra curtisii,2019/07/19,open_odonata,Lanche C.na Solferina,8.690022,45.594977,NA,claudio_f,Claudio Foglini,research,https://www.inaturalist.org/observations/29101375,4,0,,class-bulkobservationfile-user_id-169621-filename-dati-19-csv-project_id-2019-07-19 03:46:29 -0700.csv,,2019,,10kmE421N249,150.129104614258,45
29384350,Oxygastra curtisii,2019/07/17,,,8.701808,45.532524,"11",paolilli,Paola Viviana Trovò,research,https://www.inaturalist.org/observations/29384350,3,0,1 individuo osservato,,,2019,11,10kmE421N249,135.220397949219,45
48367313,Oxygastra curtisii,2020/06/02,open_odonata,"Città Metropolitana di Milano, Italia",8.7809173779,45.4922013579,"30",claudio_f,Claudio Foglini,research,https://www.inaturalist.org/observations/48367313,3,0,,,,2020,30,10kmE422N248,127.272903442383,45
49721662,Oxygastra curtisii,2020/06/15,open_odonata,"28069 Trecate NO, Italia",8.8031977415,45.4439845197,"75",claudio_f,Claudio Foglini,research,https://www.inaturalist.org/observations/49721662,3,0,,,,2020,75,10kmE422N248,109.567199707031,45
51798952,Oxygastra curtisii,2020/07/03,open_odonata,"28068 Romentino NO, Italia",8.7747462094,45.4639467581,"52",claudio_f,Claudio Foglini,research,https://www.inaturalist.org/observations/51798952,4,0,,,,2020,52,10kmE422N248,123.085998535156,45
83307273,Oxygastra curtisii,2021/06/16,open_odonata,"28062 Cameri NO, Italia",8.7110812,45.5397114,NA,claudio_f,Claudio Foglini,research,https://www.inaturalist.org/observations/83307273,2,0,,,,2021,,10kmE422N249,135.356094360352,45
83307312,Oxygastra curtisii,2021/06/16,open_odonata,"28062 Cameri NO, Italia",8.7079194997,45.5452178,NA,claudio_f,Claudio Foglini,research,https://www.inaturalist.org/observations/83307312,3,0,,,,2021,,10kmE421N249,135.096496582031,45
84287491,Oxygastra curtisii,2021/06/24,open_odonata,"28047 Oleggio NO, Italia",8.6870691553,45.5958311157,"14",claudio_f,Claudio Foglini,research,https://www.inaturalist.org/observations/84287491,2,0,,,,2021,14,10kmE421N249,151.139999389648,45
92412429,Oxygastra curtisii,2021/08/24,,,8.7037922677,45.5275201588,"8",antoniog,,research,https://www.inaturalist.org/observations/92412429,3,0,,,,2021,8,10kmE421N249,136.679397583008,45
118346292,Oxygastra curtisii,2022/05/23,,,8.7076659,45.5453396997,NA,claudio_f,Claudio Foglini,research,https://www.inaturalist.org/observations/118346292,3,0,Beheaded but still flying,,,2022,,10kmE421N249,135.183700561523,45
120539514,Oxygastra curtisii,2022/06/06,open_odonata,"28062 Cameri NO, Italia",8.7106852997,45.5407532997,NA,claudio_f,Claudio Foglini,research,https://www.inaturalist.org/observations/120539514,2,0,,,,2022,,10kmE422N249,135.494506835938,45
120539691,Oxygastra curtisii,2022/06/06,open_odonata,"28062 Cameri NO, Italia",8.7071696296,45.5461266947,"72",claudio_f,Claudio Foglini,research,https://www.inaturalist.org/observations/120539691,3,0,,,,2022,72,10kmE421N249,135.863800048828,45
120539757,Oxygastra curtisii,2022/06/06,open_odonata,"28062 Cameri NO, Italia",8.7070328997,45.5464140997,NA,claudio_f,Claudio Foglini,research,https://www.inaturalist.org/observations/120539757,3,0,,,,2022,,10kmE421N249,135.598297119141,45
120539832,Oxygastra curtisii,2022/06/06,open_odonata,"28062 Cameri NO, Italia",8.7071144997,45.5460692997,NA,claudio_f,Claudio Foglini,research,https://www.inaturalist.org/observations/120539832,3,0,,,,2022,,10kmE421N249,135.863800048828,45
122055239,Oxygastra curtisii,2022/06/12,,,8.7170305323,45.5255216809,"824",gabriele_lagrasta,Gabriele La Grasta,research,https://www.inaturalist.org/observations/122055239,3,0,,,,2022,824,10kmE422N249,134.322204589844,45
122341271,Oxygastra curtisii,2022/06/09,,,8.7080055404,45.525923098,"4",antoniog,,research,https://www.inaturalist.org/observations/122341271,2,0,Oxygastra curtisii,,,2022,4,10kmE421N249,134.091003417969,45
122390966,Oxygastra curtisii,2022/06/10,,,8.7063323152,45.5448136249,"4",antoniog,,research,https://www.inaturalist.org/observations/122390966,4,0,Oxygastra curtisii,,,2022,4,10kmE421N249,137.758193969727,45
124254046,Oxygastra curtisii,2022/06/19,,,8.7059891452,45.549208067,"8",antoniog,,research,https://www.inaturalist.org/observations/124254046,3,0,Oxygastra curtisii,,,2022,8,10kmE421N249,136.351196289062,45
124254060,Oxygastra curtisii,2022/06/19,,,8.7063399749,45.5480356581,"31",antoniog,,research,https://www.inaturalist.org/observations/124254060,3,0,Oxygastra curtisii,,,2022,31,10kmE421N249,135.211898803711,45
125164592,Oxygastra curtisii,2022/07/07,open_odonata,"28043 Bellinzago novarese NO, Italia",8.6865614,45.5704009997,NA,claudio_f,Claudio Foglini,research,https://www.inaturalist.org/observations/125164592,3,0,,,,2022,,10kmE421N249,149.87809753418,45
125639063,Oxygastra curtisii,2022/07/10,,,8.7609692463,45.4915394702,"31",simone_bocca,Simone Bocca,research,https://www.inaturalist.org/observations/125639063,2,0,,,,2022,31,10kmE422N248,124.406097412109,45
135557426,Oxygastra curtisii,2022/06/20,,,8.6931733889,45.5724906667,NA,paolilli,Paola Viviana Trovò,research,https://www.inaturalist.org/observations/135557426,3,0,,,,2022,,10kmE421N249,147.631698608398,45
164965246,Oxygastra curtisii,2023/06/01,open_odonata,"28062 Cameri NO, Italia",8.7073481,45.545704,NA,claudio_f,Claudio Foglini,research,https://www.inaturalist.org/observations/164965246,4,0,,,,2023,,10kmE421N249,135.923797607422,45
164965396,Oxygastra curtisii,2023/06/01,open_odonata,"28062 Cameri NO, Italia",8.7087233,45.5437426,NA,claudio_f,Claudio Foglini,research,https://www.inaturalist.org/observations/164965396,3,0,,,,2023,,10kmE422N249,135.185501098633,45
167344445,Oxygastra curtisii,2023/06/01,,,8.7075300573,45.5454256744,"8",antoniog,,research,https://www.inaturalist.org/observations/167344445,3,0,Oxygastra curtisii,,,2023,8,10kmE421N249,135.943206787109,45
167344511,Oxygastra curtisii,2023/06/01,,,8.7010196706,45.555758696,"4",antoniog,,research,https://www.inaturalist.org/observations/167344511,3,0,Oxygastra curtisii,,,2023,4,10kmE421N249,140.166107177734,45
167344523,Oxygastra curtisii,2023/06/01,,,8.6980862992,45.5567228044,"2",antoniog,,research,https://www.inaturalist.org/observations/167344523,2,0,Oxygastra curtisii,,,2023,2,10kmE421N249,140.723693847656,45
168673997,Oxygastra curtisii,2023/06/21,open_odonata,"28062 Cameri NO, Italia",8.7086006997,45.5438717997,NA,claudio_f,Claudio Foglini,research,https://www.inaturalist.org/observations/168673997,3,0,,,,2023,,10kmE422N249,135.078903198242,45
168674152,Oxygastra curtisii,2023/06/21,open_odonata,"28062 Cameri NO, Italia",8.7077819997,45.5451783,NA,claudio_f,Claudio Foglini,research,https://www.inaturalist.org/observations/168674152,5,0,,,,2023,,10kmE421N249,135.454803466797,45
227826536,Oxygastra curtisii,2024/07/07,,,8.702095896,45.5553742201,"8",teresa649,Teresa Prandi,research,https://www.inaturalist.org/observations/227826536,3,0,,,,2024,8,10kmE421N249,139.42919921875,45
171405025,Oxygastra curtisii,2023/06/16,,,8.7058703899,45.5489081336,"31",antoniog,,research,https://www.inaturalist.org/observations/171405025,4,0,,,,2023,31,10kmE421N249,138.181304931641,45
171405064,Oxygastra curtisii,2023/06/16,,,8.6999765762,45.5556781957,"8",antoniog,,research,https://www.inaturalist.org/observations/171405064,4,0,,,,2023,8,10kmE421N249,141.56559753418,45
171405077,Oxygastra curtisii,2023/06/16,,,8.6975596865,45.5571159416,"8",antoniog,,research,https://www.inaturalist.org/observations/171405077,4,0,,,,2023,8,10kmE421N249,141.426300048828,45
179318959,Oxygastra curtisii,2023/07/09,,,8.722045,45.518902,NA,gabriele_lagrasta,Gabriele La Grasta,research,https://www.inaturalist.org/observations/179318959,3,0,,,,2023,,10kmE422N249,133.099395751953,45
183810050,Oxygastra curtisii,2017/07/05,,,8.7664344323,45.4692233815,"61",ivan1973,Ivan Di Già,research,https://www.inaturalist.org/observations/183810050,3,0,,,,2017,61,10kmE422N248,128.703399658203,45
184976694,Oxygastra curtisii,2016/06/15,,,8.776283061,45.4742515045,"143",ivan1973,Ivan Di Già,research,https://www.inaturalist.org/observations/184976694,2,0,"individuo catturato, fotografato e subito liberato",,,2016,143,10kmE422N248,119.703399658203,45
184977346,Oxygastra curtisii,2016/07/08,,,8.7763986762,45.4716523968,"106",ivan1973,Ivan Di Già,research,https://www.inaturalist.org/observations/184977346,2,0,,,,2016,106,10kmE422N248,119.860000610352,45
189613568,Oxygastra curtisii,2023/07/23,,,8.7025136628,45.5550847446,"2",antoniog,,research,https://www.inaturalist.org/observations/189613568,3,0,,,,2023,2,10kmE421N249,140.145004272461,45
189613581,Oxygastra curtisii,2023/07/23,,,8.6985685247,45.556284099,"4",antoniog,,research,https://www.inaturalist.org/observations/189613581,2,0,,,,2023,4,10kmE421N249,141.28759765625,45
189613584,Oxygastra curtisii,2023/07/23,,,8.6979040698,45.5571174309,"8",antoniog,,research,https://www.inaturalist.org/observations/189613584,2,0,,,,2023,8,10kmE421N249,140.219192504883,45
226455657,Oxygastra curtisii,2024/07/01,,,8.5918,45.4729,"20",speleomarco54,,research,https://www.inaturalist.org/observations/226455657,2,0,Esemplare morto.,,,2024,20,10kmE421N248,157.601196289062,45
228830094,Oxygastra curtisii,2021/06/24,,,8.6835992263,45.5786784813,"8",flavioziretti,,research,https://www.inaturalist.org/observations/228830094,4,0,,,,2021,8,10kmE421N249,150.886093139648,45
236698666,Oxygastra curtisii,2024/06/29,,,8.6962755472,45.5273613424,"8",antoniog,,research,https://www.inaturalist.org/observations/236698666,2,0,Oxygastra curtisii,,,2024,8,10kmE421N249,167.977600097656,45
236882657,Oxygastra curtisii,2024/08/20,open_odonata,"28062 Cameri NO, Italia",8.7081567,45.5446372997,NA,claudio_f,Claudio Foglini,research,https://www.inaturalist.org/observations/236882657,2,0,,,,2024,,10kmE421N249,135.274200439453,45
7091227,Ophiogomphus cecilia,2017/07/09,obscured,,8.8129905704,45.3935845439,"27174",alexminico,Alexandro Minicò,research,https://www.inaturalist.org/observations/7091227,1,0,,,female,2017,,10kmE422N247,119.880302429199,46
7091228,Ophiogomphus cecilia,2017/07/09,obscured,,8.8333740126,45.289329422,"27174",alexminico,Alexandro Minicò,research,https://www.inaturalist.org/observations/7091228,1,0,,,male,2017,,10kmE422N246,105.090400695801,46
2428390,Stylurus flavipes,2015/07/15,obscured,,8.806992081,45.2800253846,"27190",alexminico,Alexandro Minicò,research,http://www.inaturalist.org/observations/2428390,2,0,,,male,2015,,10kmE422N246,109.040603637695,46
7091222,Stylurus flavipes,2017/07/09,obscured,,8.8034489942,45.2604502184,"27190",alexminico,Alexandro Minicò,research,https://www.inaturalist.org/observations/7091222,2,0,,,male,2017,,10kmE422N246,107.855201721191,46
132533319,Stylurus flavipes,2022/08/27,,,8.7007374678,45.4187070313,"3068",mirko_tomasi,Mirko Tomasi,research,https://www.inaturalist.org/observations/132533319,2,0,,,,2022,,10kmE421N247,134.563507080078,46
134031824,Stylurus flavipes,2020/09/16,,,8.5956573486,45.415174555,"488",gzaccala,,research,https://www.inaturalist.org/observations/134031824,2,0,,,,2020,,10kmE421N247,136.589004516602,46
169221187,Stylurus flavipes,2023/06/24,obscured,,8.7140251259,45.3935821833,"27190",alberto_gie,Alberto Giè,needs_id,https://www.inaturalist.org/observations/169221187,0,0,,,,2023,,10kmE422N247,126.49649810791,46
175762688,Stylurus flavipes,2023/07/30,obscured,,8.8393881347,45.3352055768,"27190",theworldofpaolo,Paolo Zucca,research,https://www.inaturalist.org/observations/175762688,2,0,,,,2023,,10kmE422N246,110.612297058105,46
180435116,Stylurus flavipes,2023/08/26,obscured,,8.7204847082,45.3846303783,"27190",speleomarco54,,research,https://www.inaturalist.org/observations/180435116,2,0,,,,2023,,10kmE422N247,125.752296447754,46
233488243,Stylurus flavipes,2024/08/03,obscured,,8.8209157125,45.2667456198,"27190",theworldofpaolo,Paolo Zucca,research,https://www.inaturalist.org/observations/233488243,1,0,,,,2024,,10kmE422N246,105.095001220703,46
