fid,xcoord,ycoord,date_day,date_month,date_year,SPECIES,daily_text_comment_rem,layer,code,cellcode
31662,7.876848,45.244633,4,10,2024,Anax parthenope,,export_20241130,Continental,10kmE415N246
31663,7.876848,45.244633,4,10,2024,Sympetrum striolatum,,export_20241130,Continental,10kmE415N246
31664,7.876848,45.244633,4,10,2024,Aeshna mixta,,export_20241130,Continental,10kmE415N246
31665,7.876848,45.244633,4,10,2024,Sympetrum depressiusculum,,export_20241130,Continental,10kmE415N246
31666,7.876848,45.244633,4,10,2024,Sympetrum pedemontanum,,export_20241130,Continental,10kmE415N246
31667,7.875483,45.258689,19,10,2024,Sympetrum fonscolombei,,export_20241130,Continental,10kmE415N246
31668,7.875483,45.258689,19,10,2024,Sympetrum striolatum,,export_20241130,Continental,10kmE415N246
31669,7.875483,45.258689,19,10,2024,Sympetrum pedemontanum,,export_20241130,Continental,10kmE415N246
31670,7.875483,45.258689,19,10,2024,Aeshna mixta,,export_20241130,Continental,10kmE415N246
31671,7.875483,45.258689,19,10,2024,Aeshna cyanea,,export_20241130,Continental,10kmE415N246
31672,7.87185,45.247747,14,11,2024,Sympetrum striolatum,,export_20241130,Continental,10kmE415N246
31673,7.898774336,45.32124992,1,8,2007,Crocothemis erythraea,,rimappato20230915,Continental,10kmE415N246
31674,7.898774336,45.32124992,1,8,2007,Ischnura elegans,,rimappato20230915,Continental,10kmE415N246
31675,7.898774336,45.32124992,1,8,2007,Ischnura pumilio,,rimappato20230915,Continental,10kmE415N246
31676,7.898774336,45.32124992,1,8,2007,Orthetrum albistylum,,rimappato20230915,Continental,10kmE415N246
31677,7.898774336,45.32124992,1,8,2007,Orthetrum brunneum,,rimappato20230915,Continental,10kmE415N246
31678,7.898774336,45.32124992,1,8,2007,Somatochlora flavomaculata,,rimappato20230915,Continental,10kmE415N246
31679,7.898774336,45.32124992,1,8,2007,Sympetrum fonscolombii,,rimappato20230915,Continental,10kmE415N246
31680,7.898774336,45.32124992,1,8,2007,Sympetrum sanguineum,,rimappato20230915,Continental,10kmE415N246
31681,7.898774336,45.32124992,28,7,2008,Coenagrion puella,,rimappato20230915,Continental,10kmE415N246
31682,7.898774336,45.32124992,28,7,2008,Ischnura elegans,,rimappato20230915,Continental,10kmE415N246
31683,7.872606401,45.24521102,29,8,2013,Orthetrum albistylum,,rimappato20230915,Continental,10kmE415N246
31684,7.872606401,45.24521102,29,8,2013,Ischnura elegans,,rimappato20230915,Continental,10kmE415N246
31685,7.836918457,45.31555089,28,4,2010,Libellula depressa,,rimappato20230915,Continental,10kmE415N246
31686,7.871597191,45.24340974,6,8,2011,Anax ephippiger,,rimappato20230915,Continental,10kmE415N246
31687,7.871597191,45.24340974,6,8,2011,Ischnura pumilio,,rimappato20230915,Continental,10kmE415N246
31688,7.871597191,45.24340974,6,8,2011,Sympetrum pedemontanum,,rimappato20230915,Continental,10kmE415N246
31689,7.871597191,45.24340974,6,8,2011,Sympetrum fonscolombii,,rimappato20230915,Continental,10kmE415N246
31690,7.871597191,45.24340974,6,8,2011,Sympetrum sanguineum,,rimappato20230915,Continental,10kmE415N246
31691,7.872606401,45.24521102,22,7,2012,Calopteryx splendens,,rimappato20230915,Continental,10kmE415N246
31692,7.872606401,45.24521102,22,7,2012,Orthetrum brunneum,,rimappato20230915,Continental,10kmE415N246
31693,7.872606401,45.24521102,22,7,2012,Ischnura pumilio,,rimappato20230915,Continental,10kmE415N246
31694,7.872606401,45.24521102,22,7,2012,Sympetrum pedemontanum,,rimappato20230915,Continental,10kmE415N246
31695,7.872606401,45.24521102,22,7,2012,Sympetrum fonscolombii,,rimappato20230915,Continental,10kmE415N246
31696,7.872606401,45.24521102,22,7,2012,Crocothemis erythraea,,rimappato20230915,Continental,10kmE415N246
31697,7.872606401,45.24521102,22,7,2012,Onychogomphus forcipatus,,rimappato20230915,Continental,10kmE415N246
31698,7.872606401,45.24521102,22,7,2012,Enallagma cyathigerum,,rimappato20230915,Continental,10kmE415N246
31699,7.872606401,45.24521102,22,7,2012,Sympetrum striolatum,,rimappato20230915,Continental,10kmE415N246
31700,7.872606401,45.24521102,10,8,2012,Sympetrum pedemontanum,,rimappato20230915,Continental,10kmE415N246
31701,7.872606401,45.24521102,10,8,2012,Sympetrum fonscolombii,,rimappato20230915,Continental,10kmE415N246
31702,7.872606401,45.24521102,10,8,2012,Orthetrum albistylum,,rimappato20230915,Continental,10kmE415N246
31703,7.872606401,45.24521102,10,8,2012,Sympetrum sanguineum,,rimappato20230915,Continental,10kmE415N246
31704,7.872606401,45.24521102,10,8,2012,Ischnura pumilio,,rimappato20230915,Continental,10kmE415N246
31705,7.872606401,45.24521102,10,8,2012,Anax ephippiger,,rimappato20230915,Continental,10kmE415N246
31706,7.872606401,45.24521102,29,8,2013,Sympetrum pedemontanum,,rimappato20230915,Continental,10kmE415N246
31707,7.872606401,45.24521102,29,8,2013,Sympetrum fonscolombii,,rimappato20230915,Continental,10kmE415N246
31708,7.872606401,45.24521102,29,8,2013,Sympetrum meridionale,,rimappato20230915,Continental,10kmE415N246
31709,7.872606401,45.24521102,29,8,2013,Crocothemis erythraea,,rimappato20230915,Continental,10kmE415N246
31710,7.872606401,45.24521102,30,8,2013,Anax parthenope,,rimappato20230915,Continental,10kmE415N246
31711,7.829494505,45.29255732,10,8,2007,Orthetrum albistylum,,rimappato20230915,Continental,10kmE415N246
31712,7.829494505,45.29255732,8,6,2007,Orthetrum albistylum,,rimappato20230915,Continental,10kmE415N246
31713,7.829494505,45.29255732,10,7,2007,Crocothemis erythraea,,rimappato20230915,Continental,10kmE415N246
31714,7.829494505,45.29255732,10,7,2007,Sympetrum depressiusculum,,rimappato20230915,Continental,10kmE415N246
31715,7.829494505,45.29255732,10,7,2007,Sympetrum fonscolombii,,rimappato20230915,Continental,10kmE415N246
31716,7.829494505,45.29255732,26,7,2007,Orthetrum albistylum,,rimappato20230915,Continental,10kmE415N246
31717,7.829494505,45.29255732,26,7,2007,Orthetrum coerulescens,,rimappato20230915,Continental,10kmE415N246
31718,7.829494505,45.29255732,26,7,2007,Sympetrum depressiusculum,,rimappato20230915,Continental,10kmE415N246
31719,7.829494505,45.29255732,26,7,2007,Sympetrum fonscolombii,,rimappato20230915,Continental,10kmE415N246
31720,7.829494505,45.29255732,10,8,2007,Anax imperator,,rimappato20230915,Continental,10kmE415N246
31721,7.829494505,45.29255732,10,8,2007,Libellula depressa,,rimappato20230915,Continental,10kmE415N246
31722,7.829494505,45.29255732,10,8,2007,Orthetrum cancellatum,,rimappato20230915,Continental,10kmE415N246
31723,7.829494505,45.29255732,4,9,2007,Aeshna mixta,,rimappato20230915,Continental,10kmE415N246
31724,7.829494505,45.29255732,4,9,2007,Ischnura elegans,,rimappato20230915,Continental,10kmE415N246
31725,7.829494505,45.29255732,4,9,2007,Ischnura pumilio,,rimappato20230915,Continental,10kmE415N246
31726,7.829494505,45.29255732,4,9,2007,Sympetrum fonscolombii,,rimappato20230915,Continental,10kmE415N246
31727,7.829494505,45.29255732,4,9,2007,Sympetrum pedemontanum,,rimappato20230915,Continental,10kmE415N246
31728,7.829494505,45.29255732,14,7,2008,Anax imperator,,rimappato20230915,Continental,10kmE415N246
31729,7.829494505,45.29255732,28,7,2008,Sympetrum fonscolombii,,rimappato20230915,Continental,10kmE415N246
31730,7.829494505,45.29255732,26,8,2008,Ischnura pumilio,,rimappato20230915,Continental,10kmE415N246
31731,7.829494505,45.29255732,26,8,2008,Sympetrum fonscolombii,,rimappato20230915,Continental,10kmE415N246
31732,7.828116547,45.2925882,19,8,2013,Chalcolestes viridis,,rimappato20230915,Continental,10kmE415N246
31733,7.828116547,45.2925882,19,8,2013,Sympetrum sanguineum,,rimappato20230915,Continental,10kmE415N246
31734,7.828116547,45.2925882,19,8,2013,Crocothemis erythraea,,rimappato20230915,Continental,10kmE415N246
31735,7.824395886,45.28811222,19,8,2013,Ischnura pumilio,,rimappato20230915,Continental,10kmE415N246
31736,7.824395886,45.28811222,19,8,2013,Lestes virens,,rimappato20230915,Continental,10kmE415N246
31737,7.824438596,45.28789663,2,9,2013,Crocothemis erythraea,,rimappato20230915,Continental,10kmE415N246
31738,7.824438596,45.28789663,2,9,2013,Sympetrum sanguineum,,rimappato20230915,Continental,10kmE415N246
31739,7.824438596,45.28789663,2,9,2013,Ischnura pumilio,,rimappato20230915,Continental,10kmE415N246
31740,7.824438596,45.28789663,2,9,2013,Anax imperator,,rimappato20230915,Continental,10kmE415N246
31741,7.828052054,45.29262354,2,9,2013,Orthetrum albistylum,,rimappato20230915,Continental,10kmE415N246
31742,7.82954853,45.29551036,14,9,2007,Aeshna cyanea,,rimappato20230915,Continental,10kmE415N246
31743,7.82954853,45.29551036,14,9,2007,Anax imperator,,rimappato20230915,Continental,10kmE415N246
31744,7.82954853,45.29551036,14,9,2007,Orthetrum albistylum,,rimappato20230915,Continental,10kmE415N246
31745,7.82954853,45.29551036,14,9,2007,Crocothemis erythraea,,rimappato20230915,Continental,10kmE415N246
31746,7.82954853,45.29551036,14,9,2007,Ischnura pumilio,,rimappato20230915,Continental,10kmE415N246
31747,7.82954853,45.29551036,14,9,2007,Ischnura elegans,,rimappato20230915,Continental,10kmE415N246
31748,7.82954853,45.29551036,14,9,2007,Sympetrum pedemontanum,,rimappato20230915,Continental,10kmE415N246
31749,7.82954853,45.29551036,14,9,2007,Sympetrum depressiusculum,,rimappato20230915,Continental,10kmE415N246
31750,7.82954853,45.29551036,14,9,2007,Sympetrum sanguineum,,rimappato20230915,Continental,10kmE415N246
31751,7.82954853,45.29551036,14,9,2007,Sympetrum fonscolombii,,rimappato20230915,Continental,10kmE415N246
31752,7.82954853,45.29551036,14,9,2007,Somatochlora metallica,,rimappato20230915,Continental,10kmE415N246
31753,7.839550173,45.24846251,12,8,2006,Anax parthenope,,rimappato20230915,Continental,10kmE415N246
31754,7.871412,45.245046,15,9,2010,Somatochlora metallica,,rimappato20230915,Continental,10kmE415N246
31755,7.871412,45.245046,12,10,2010,Aeshna cyanea,,rimappato20230915,Continental,10kmE415N246
31756,7.871412,45.245046,12,10,2010,Sympetrum pedemontanum,,rimappato20230915,Continental,10kmE415N246
31757,7.871412,45.245046,12,10,2010,Sympetrum fonscolombii,,rimappato20230915,Continental,10kmE415N246
31758,7.871412,45.245046,1,5,2011,Pyrrhosoma nymphula,,rimappato20230915,Continental,10kmE415N246
31759,7.871412,45.245046,1,5,2011,Anax imperator,,rimappato20230915,Continental,10kmE415N246
31760,7.871412,45.245046,1,5,2011,Ischnura elegans,,rimappato20230915,Continental,10kmE415N246
31761,7.871412,45.245046,6,9,2011,Aeshna cyanea,,rimappato20230915,Continental,10kmE415N246
31762,7.871412,45.245046,6,9,2011,Orthetrum coerulescens,,rimappato20230915,Continental,10kmE415N246
31763,7.871412,45.245046,6,9,2011,Anax parthenope,,rimappato20230915,Continental,10kmE415N246
31764,7.871412,45.245046,25,8,2010,Sympetrum fonscolombii,,rimappato20230915,Continental,10kmE415N246
31765,7.871412,45.245046,25,8,2010,Sympetrum pedemontanum,,rimappato20230915,Continental,10kmE415N246
31766,7.871412,45.245046,25,8,2010,Crocothemis erythraea,,rimappato20230915,Continental,10kmE415N246
31767,7.871412,45.245046,25,8,2010,Anax parthenope,,rimappato20230915,Continental,10kmE415N246
31768,7.871412,45.245046,25,8,2010,Ischnura elegans,,rimappato20230915,Continental,10kmE415N246
31769,7.871412,45.245046,25,8,2010,Orthetrum albistylum,,rimappato20230915,Continental,10kmE415N246
31770,7.871412,45.245046,25,8,2010,Orthetrum coerulescens,,rimappato20230915,Continental,10kmE415N246
31771,7.871412,45.245046,5,9,2010,Sympetrum fonscolombii,,rimappato20230915,Continental,10kmE415N246
31772,7.871412,45.245046,5,9,2010,Sympetrum pedemontanum,,rimappato20230915,Continental,10kmE415N246
31773,7.871412,45.245046,5,9,2010,Aeshna cyanea,,rimappato20230915,Continental,10kmE415N246
31774,7.871412,45.245046,5,9,2010,Ischnura elegans,,rimappato20230915,Continental,10kmE415N246
31775,7.871412,45.245046,5,9,2010,Anax parthenope,,rimappato20230915,Continental,10kmE415N246
31776,7.871412,45.245046,5,9,2010,Crocothemis erythraea,,rimappato20230915,Continental,10kmE415N246
31777,7.871412,45.245046,1,5,2011,Libellula quadrimaculata,,rimappato20230915,Continental,10kmE415N246
31778,7.871412,45.245046,1,5,2011,Libellula depressa,,rimappato20230915,Continental,10kmE415N246
31779,7.871412,45.245046,1,5,2011,Orthetrum albistylum,,rimappato20230915,Continental,10kmE415N246
31780,7.871412,45.245046,1,5,2011,Sympecma fusca,,rimappato20230915,Continental,10kmE415N246
31781,7.871412,45.245046,1,5,2011,Enallagma cyathigerum,,rimappato20230915,Continental,10kmE415N246
31782,7.871412,45.245046,15,5,2011,Enallagma cyathigerum,,rimappato20230915,Continental,10kmE415N246
31783,7.871412,45.245046,15,5,2011,Sympecma fusca,,rimappato20230915,Continental,10kmE415N246
31784,7.871412,45.245046,15,5,2011,Ischnura elegans,,rimappato20230915,Continental,10kmE415N246
31785,7.871412,45.245046,15,5,2011,Onychogomphus forcipatus unguiculatus,,rimappato20230915,Continental,10kmE415N246
31786,7.871412,45.245046,15,5,2011,Libellula quadrimaculata,,rimappato20230915,Continental,10kmE415N246
31787,7.871412,45.245046,15,5,2011,Orthetrum cancellatum,,rimappato20230915,Continental,10kmE415N246
31788,7.871412,45.245046,11,6,2011,Orthetrum albistylum,,rimappato20230915,Continental,10kmE415N246
31789,7.871412,45.245046,11,6,2011,Sympetrum striolatum,,rimappato20230915,Continental,10kmE415N246
31790,7.871412,45.245046,20,7,2011,Sympetrum fonscolombii,,rimappato20230915,Continental,10kmE415N246
31791,7.871412,45.245046,20,7,2011,Sympetrum pedemontanum,,rimappato20230915,Continental,10kmE415N246
31792,7.871412,45.245046,20,7,2011,Enallagma cyathigerum,,rimappato20230915,Continental,10kmE415N246
31793,7.871412,45.245046,2,8,2011,Orthetrum coerulescens,,rimappato20230915,Continental,10kmE415N246
31794,7.871412,45.245046,14,8,2011,Onychogomphus forcipatus unguiculatus,,rimappato20230915,Continental,10kmE415N246
31795,7.871412,45.245046,14,8,2011,Sympetrum pedemontanum,,rimappato20230915,Continental,10kmE415N246
31796,7.871412,45.245046,14,8,2011,Anax parthenope,,rimappato20230915,Continental,10kmE415N246
31797,7.871412,45.245046,14,8,2011,Sympetrum sanguineum,,rimappato20230915,Continental,10kmE415N246
31798,7.871412,45.245046,14,8,2011,Sympetrum fonscolombii,,rimappato20230915,Continental,10kmE415N246
31799,7.871412,45.245046,6,9,2011,Sympetrum fonscolombii,,rimappato20230915,Continental,10kmE415N246
31800,7.871412,45.245046,6,9,2011,Anax ephippiger,,rimappato20230915,Continental,10kmE415N246
31801,7.871412,45.245046,6,9,2011,Sympetrum sanguineum,,rimappato20230915,Continental,10kmE415N246
31802,7.871412,45.245046,6,9,2011,Crocothemis erythraea,,rimappato20230915,Continental,10kmE415N246
31803,7.871412,45.245046,6,9,2011,Sympetrum depressiusculum,,rimappato20230915,Continental,10kmE415N246
31804,7.871412,45.245046,6,9,2011,Sympetrum striolatum,,rimappato20230915,Continental,10kmE415N246
31805,7.871412,45.245046,6,9,2011,Ischnura pumilio,,rimappato20230915,Continental,10kmE415N246
31806,7.871412,45.245046,9,9,2013,Sympetrum striolatum,,rimappato20230915,Continental,10kmE415N246
31807,7.871412,45.245046,9,9,2013,Sympetrum pedemontanum,,rimappato20230915,Continental,10kmE415N246
31808,7.871412,45.245046,9,9,2013,Chalcolestes viridis,,rimappato20230915,Continental,10kmE415N246
31809,7.871412,45.245046,9,9,2013,Aeshna cyanea,,rimappato20230915,Continental,10kmE415N246
31810,7.871412,45.245046,25,8,2010,Erythromma lindenii,,rimappato20230915,Continental,10kmE415N246
31811,8.06762287,45.29476211,28,7,2015,Sympetrum fonscolombei,,export_20241130,Continental,10kmE416N246
31812,8.06762287,45.29476211,28,7,2015,Calopteryx splendens,,export_20241130,Continental,10kmE416N246
31813,8.069827352,45.29698605,28,7,2015,Libellula depressa,,export_20241130,Continental,10kmE416N246
31814,8.059286824,45.29928218,28,7,2015,Orthetrum coerulescens,,export_20241130,Continental,10kmE416N246
31815,8.051380591,45.3000544,10,8,2015,Orthetrum albistylum,,export_20241130,Continental,10kmE416N246
31816,7.995484,45.237176,21,8,2018,Sympetrum pedemontanum,,export_20241130,Continental,10kmE416N246
31817,7.962036813,45.24748272,18,8,2020,Sympecma paedisca,,export_20241130,Continental,10kmE416N246
31818,7.987170719,45.23450166,4,9,2021,Sympecma paedisca,,export_20241130,Continental,10kmE416N246
31819,7.987170719,45.23450166,12,9,2021,Sympecma paedisca,,export_20241130,Continental,10kmE416N246
31820,7.987170719,45.23450166,18,9,2021,Sympecma paedisca,,export_20241130,Continental,10kmE416N246
31821,7.987010789,45.24350141,24,9,2021,Sympecma paedisca,,export_20241130,Continental,10kmE416N246
31822,7.986299685,45.2359601,3,10,2021,Sympecma paedisca,,export_20241130,Continental,10kmE416N246
31823,7.984010541,45.23907865,7,10,2022,Sympecma paedisca,,export_20241130,Continental,10kmE416N246
31824,7.980585897,45.24248305,29,8,2023,Sympetrum meridionale,,export_20241130,Continental,10kmE416N246
31825,7.981794466,45.24203512,31,8,2023,Sympecma paedisca,,export_20241130,Continental,10kmE416N246
31826,7.979887912,45.25564329,24,9,2023,Sympecma paedisca,,export_20241130,Continental,10kmE416N246
31827,7.979887912,45.25564329,24,9,2023,Trithemis annulata,,export_20241130,Continental,10kmE416N246
31828,7.987243822,45.23444906,7,9,2024,Sympecma paedisca,,export_20241130,Continental,10kmE416N246
31829,7.981335303,45.25480288,5,10,2024,Sympecma paedisca,,export_20241130,Continental,10kmE416N246
31830,7.988769094,45.2550842,22,6,2008,Libellula depressa,,rimappato20230915,Continental,10kmE416N246
31831,7.988769094,45.2550842,22,6,2008,Anax imperator,,rimappato20230915,Continental,10kmE416N246
31832,7.988769094,45.2550842,22,6,2008,Platycnemis pennipes,,rimappato20230915,Continental,10kmE416N246
31833,7.988769094,45.2550842,22,6,2008,Orthetrum albistylum,,rimappato20230915,Continental,10kmE416N246
31834,7.988769094,45.2550842,22,6,2008,Orthetrum cancellatum,,rimappato20230915,Continental,10kmE416N246
31835,7.987991251,45.25367307,29,4,2009,Pyrrhosoma nymphula,,rimappato20230915,Continental,10kmE416N246
31836,7.987991251,45.25367307,24,6,2009,Coenagrion puella,,rimappato20230915,Continental,10kmE416N246
31837,7.987991251,45.25367307,24,6,2009,Orthetrum brunneum,,rimappato20230915,Continental,10kmE416N246
31838,7.987991251,45.25367307,24,6,2009,Calopteryx splendens,,rimappato20230915,Continental,10kmE416N246
31839,7.987991251,45.25367307,24,6,2009,Ischnura elegans,,rimappato20230915,Continental,10kmE416N246
31840,7.987991251,45.25367307,24,6,2009,Sympetrum pedemontanum,,rimappato20230915,Continental,10kmE416N246
31841,7.987991251,45.25367307,24,6,2009,Sympecma fusca,,rimappato20230915,Continental,10kmE416N246
31842,7.987991251,45.25367307,24,6,2009,Anax imperator,,rimappato20230915,Continental,10kmE416N246
31843,8.068935354,45.29622765,15,7,2008,Calopteryx splendens caprai,,rimappato20230915,Continental,10kmE416N246
31844,8.068935354,45.29622765,15,7,2008,Onychogomphus forcipatus unguiculatus,,rimappato20230915,Continental,10kmE416N246
31845,7.962358623,45.27977249,12,8,2009,Sympetrum sanguineum,,rimappato20230915,Continental,10kmE416N246
31846,7.962358623,45.27977249,12,8,2009,Somatochlora metallica,,rimappato20230915,Continental,10kmE416N246
31847,7.962358623,45.27977249,12,8,2009,Calopteryx splendens,,rimappato20230915,Continental,10kmE416N246
31848,7.962358623,45.27977249,12,8,2009,Ischnura elegans,,rimappato20230915,Continental,10kmE416N246
31849,7.962358623,45.27977249,12,8,2009,Sympetrum fonscolombii,,rimappato20230915,Continental,10kmE416N246
31850,7.962358623,45.27977249,12,8,2009,Anax imperator,,rimappato20230915,Continental,10kmE416N246
31851,7.962358623,45.27977249,12,8,2009,Coenagrion puella,,rimappato20230915,Continental,10kmE416N246
31852,7.962358623,45.27977249,12,8,2009,Crocothemis erythraea,,rimappato20230915,Continental,10kmE416N246
31853,7.962358623,45.27977249,12,8,2009,Libellula fulva,,rimappato20230915,Continental,10kmE416N246
31854,7.962358623,45.27977249,12,8,2009,Orthetrum cancellatum,,rimappato20230915,Continental,10kmE416N246
31855,7.962358623,45.27977249,12,8,2009,Sympetrum pedemontanum,,rimappato20230915,Continental,10kmE416N246
31856,7.975239736,45.26470325,12,8,2009,Anax imperator,,rimappato20230915,Continental,10kmE416N246
31857,7.975239736,45.26470325,12,8,2009,Platycnemis pennipes,,rimappato20230915,Continental,10kmE416N246
31858,7.975239736,45.26470325,12,8,2009,Ischnura elegans,,rimappato20230915,Continental,10kmE416N246
31859,7.975239736,45.26470325,12,8,2009,Crocothemis erythraea,,rimappato20230915,Continental,10kmE416N246
31860,7.975239736,45.26470325,12,8,2009,Sympetrum fonscolombii,,rimappato20230915,Continental,10kmE416N246
31861,8.076505513,45.24862614,15,7,2008,Somatochlora metallica,,rimappato20230915,Continental,10kmE416N246
31862,8.076711505,45.25400173,30,8,2007,Orthetrum albistylum,,rimappato20230915,Continental,10kmE416N246
31863,8.076711505,45.25400173,30,8,2007,Sympetrum fonscolombii,,rimappato20230915,Continental,10kmE416N246
31864,7.987074066,45.24648171,4,7,2008,Cordulegaster boltonii,,rimappato20230915,Continental,10kmE416N246
31865,7.987074066,45.24648171,4,7,2008,Calopteryx splendens,,rimappato20230915,Continental,10kmE416N246
31866,7.987074066,45.24648171,4,7,2008,Platycnemis pennipes,,rimappato20230915,Continental,10kmE416N246
31867,7.988454086,45.24267729,29,4,2009,Pyrrhosoma nymphula,,rimappato20230915,Continental,10kmE416N246
31868,7.988454086,45.24267729,24,6,2009,Ischnura pumilio,,rimappato20230915,Continental,10kmE416N246
31869,7.988454086,45.24267729,24,6,2009,Coenagrion puella,,rimappato20230915,Continental,10kmE416N246
31870,7.988454086,45.24267729,24,6,2009,Calopteryx virgo,,rimappato20230915,Continental,10kmE416N246
31871,7.988454086,45.24267729,24,6,2009,Calopteryx splendens,,rimappato20230915,Continental,10kmE416N246
31872,7.988454086,45.24267729,24,6,2009,Cordulegaster boltonii,,rimappato20230915,Continental,10kmE416N246
31873,7.988454086,45.24267729,24,6,2009,Anax imperator,,rimappato20230915,Continental,10kmE416N246
31874,7.988454086,45.24267729,24,6,2009,Libellula fulva,,rimappato20230915,Continental,10kmE416N246
31875,7.983833929,45.25596755,22,7,2009,Coenagrion puella,,rimappato20230915,Continental,10kmE416N246
31876,7.983833929,45.25596755,22,7,2009,Somatochlora metallica,,rimappato20230915,Continental,10kmE416N246
31877,7.983833929,45.25596755,1,7,2009,Calopteryx splendens,,rimappato20230915,Continental,10kmE416N246
31878,7.983833929,45.25596755,1,7,2009,Coenagrion puella,,rimappato20230915,Continental,10kmE416N246
31879,7.983833929,45.25596755,1,7,2009,Sympecma fusca,,rimappato20230915,Continental,10kmE416N246
31880,7.983833929,45.25596755,1,7,2009,Libellula quadrimaculata,,rimappato20230915,Continental,10kmE416N246
31881,7.983833929,45.25596755,1,7,2009,Anax imperator,,rimappato20230915,Continental,10kmE416N246
31882,7.983833929,45.25596755,1,7,2009,Aeshna cyanea,,rimappato20230915,Continental,10kmE416N246
31883,7.983833929,45.25596755,1,7,2009,Sympetrum sanguineum,,rimappato20230915,Continental,10kmE416N246
31884,7.983833929,45.25596755,1,7,2009,Crocothemis erythraea,,rimappato20230915,Continental,10kmE416N246
31885,7.983833929,45.25596755,1,7,2009,Ischnura elegans,,rimappato20230915,Continental,10kmE416N246
31886,8.180381653,45.26095092,23,4,2012,Ischnura elegans,,export_20241130,Continental,10kmE417N246
31887,8.136890338,45.2754814,28,6,2015,Calopteryx splendens,,export_20241130,Continental,10kmE417N246
31888,8.136890338,45.2754814,28,6,2015,Orthetrum albistylum,,export_20241130,Continental,10kmE417N246
31889,8.136890338,45.2754814,28,6,2015,Sympetrum fonscolombei,,export_20241130,Continental,10kmE417N246
31890,8.126739803,45.27165968,28,6,2015,Orthetrum albistylum,,export_20241130,Continental,10kmE417N246
31891,8.126739803,45.27165968,28,6,2015,Sympetrum fonscolombei,,export_20241130,Continental,10kmE417N246
31892,8.126739803,45.27165968,28,6,2015,Crocothemis erythraea,,export_20241130,Continental,10kmE417N246
31893,8.114274649,45.25356062,28,6,2015,Somatochlora metallica,,export_20241130,Continental,10kmE417N246
31894,8.114274649,45.25356062,28,6,2015,Sympetrum fonscolombei,,export_20241130,Continental,10kmE417N246
31895,8.114274649,45.25356062,28,6,2015,Orthetrum albistylum,,export_20241130,Continental,10kmE417N246
31896,8.195473495,45.24742649,4,7,2015,Sympetrum fonscolombei,,export_20241130,Continental,10kmE417N246
31897,8.136890338,45.2754814,4,7,2015,Ischnura elegans,,export_20241130,Continental,10kmE417N246
31898,8.136890338,45.2754814,4,7,2015,Sympetrum fonscolombei,,export_20241130,Continental,10kmE417N246
31899,8.105764,45.290349,25,7,2015,Libellula fulva,,export_20241130,Continental,10kmE417N246
31900,8.105773,45.290326,25,7,2015,Sympetrum pedemontanum,,export_20241130,Continental,10kmE417N246
31901,8.105773,45.290326,25,7,2015,Sympetrum fonscolombei,,export_20241130,Continental,10kmE417N246
31902,8.105773,45.290326,25,7,2015,Calopteryx splendens,,export_20241130,Continental,10kmE417N246
31903,8.105773,45.290326,25,7,2015,Orthetrum albistylum,,export_20241130,Continental,10kmE417N246
31904,8.105773,45.290326,25,7,2015,Orthetrum cancellatum,,export_20241130,Continental,10kmE417N246
31905,8.105773,45.290326,25,7,2015,Somatochlora metallica,,export_20241130,Continental,10kmE417N246
31906,8.105773,45.290326,25,7,2015,Ischnura elegans,,export_20241130,Continental,10kmE417N246
31907,8.105773,45.290326,25,7,2015,Crocothemis erythraea,,export_20241130,Continental,10kmE417N246
31908,8.100963807,45.28946268,25,7,2015,Calopteryx splendens,,export_20241130,Continental,10kmE417N246
31909,8.100963807,45.28946268,25,7,2015,Ischnura elegans,,export_20241130,Continental,10kmE417N246
31910,8.100963807,45.28946268,25,7,2015,Somatochlora metallica,,export_20241130,Continental,10kmE417N246
31911,8.100963807,45.28946268,25,7,2015,Crocothemis erythraea,,export_20241130,Continental,10kmE417N246
31912,8.100963807,45.28946268,25,7,2015,Libellula fulva,,export_20241130,Continental,10kmE417N246
31913,8.100963807,45.28946268,25,7,2015,Orthetrum albistylum,,export_20241130,Continental,10kmE417N246
31914,8.100963807,45.28946268,25,7,2015,Orthetrum cancellatum,,export_20241130,Continental,10kmE417N246
31915,8.100963807,45.28946268,25,7,2015,Sympetrum fonscolombei,,export_20241130,Continental,10kmE417N246
31916,8.100963807,45.28946268,25,7,2015,Sympetrum pedemontanum,,export_20241130,Continental,10kmE417N246
31917,8.136890338,45.2754814,25,7,2015,Ophiogomphus cecilia,,export_20241130,Continental,10kmE417N246
31918,8.079397473,45.29482756,28,7,2015,Sympetrum pedemontanum,,export_20241130,Continental,10kmE417N246
31919,8.114134679,45.26256107,9,8,2015,Somatochlora metallica,,export_20241130,Continental,10kmE417N246
31920,8.114134679,45.26256107,9,8,2015,Orthetrum albistylum,,export_20241130,Continental,10kmE417N246
31921,8.114134679,45.26256107,9,8,2015,Crocothemis erythraea,,export_20241130,Continental,10kmE417N246
31922,8.136890338,45.2754814,9,8,2015,Crocothemis erythraea,,export_20241130,Continental,10kmE417N246
31923,8.136890338,45.2754814,9,8,2015,Orthetrum albistylum,,export_20241130,Continental,10kmE417N246
31924,8.136890338,45.2754814,9,8,2015,Sympetrum fonscolombei,,export_20241130,Continental,10kmE417N246
31925,8.165244341,45.25394453,17,8,2015,Calopteryx splendens,,export_20241130,Continental,10kmE417N246
